production_tag,raw_volume,ZA,exc_keV_decimal,direct_activity_Bq,tag_native_activity_Bq,relative_delta_vs_direct,classification
alpha,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,11022,0,0.00001476974091239649761503356871,0.0000147652,0.00030744699067038807342747606342651963118995642057593029113786421382031550738030795,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
alpha,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,12027,0,0.001357408327428607109018892409,0.00135741,0.0000012321800000000000000000745180918195892400000000000055529391662121509863200000004,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
alpha,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,13026,0,0.0000000002155647928789255298643406117,0.000000000215565,0.00000096082978905775033954187733799528796865803004857440107803558531175918727157916013,MATCH
alpha,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,13028,0,0.0006787041637143035545094462046,0.000678704,0.00000024121600000000000000007282158243426493439999999999469701585260493265309696000039,MATCH
alpha,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,14027,0,0.0006787041637143035545094462046,0.000678704,0.00000024121600000000000000007282158243426493439999999999469701585260493265309696000039,MATCH
alpha,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,15030,0,0.003393520818571517772547231023,0.00339352,0.00000024121600000000000000007282158243426493439999999999469701585260493265309696000039,MATCH
alpha,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_above_side_port,9018,0,0.0006787041637143035545094462046,0.000678704,0.00000024121600000000000000007282158243426493439999999999469701585260493265309696000039,MATCH
alpha,Vacuum_Jacket_Al_266mmClass_side_port_side_wall_below_side_port,9020,0,0.0006787041637143035545094462046,0.000678704,0.00000024121600000000000000007282158243426493439999999999469701585260493265309696000039,MATCH
eplus,CsI_Bottom_Quadrant_00,52125,35.49,0,0.00021764,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
eplus,CsI_Bottom_Quadrant_00,53125,0,0.0001089638476606374420895789739,0.000217639,0.99735054031705991519094454096600176960281649573716868636428064511775230754816453,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
eplus,CsI_Bottom_Quadrant_00,53126,0,0.000374885164168119549906773382,0.000748951,0.99781445515973615056502866913754417205214767471087379808952206043623957203355106,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
eplus,CsI_Bottom_Quadrant_01,55132,0,0.0005421334477034683830134859699,0.00108308,0.99781069511212677631089556825921380660454245675980335648761481532156839373790142,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
eplus,CsI_Bottom_Quadrant_01,56132,0,0,0,0,MATCH
eplus,CsI_Side_Segment_03_below_side_port,55132,0,0.0005421334477034683830134859699,0.00108308,0.99781069511212677631089556825921380660454245675980335648761481532156839373790142,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
eplus,CsI_Side_Segment_03_below_side_port,56132,0,0,0,0,MATCH
muminus,ColdPlate_4K,27062,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,ColdPlate_4K,27064,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,ColdPlate_4K,28063,0,0.0000003798637745589077694817824265,0.000000379864,0.00000059347878721074969464918364436489112774547307961420228055158354735675398081985861,MATCH
muminus,ColdPlate_4K,28065,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,ColdPlate_4K,29062,0,0.001350650473267925833081211912,0.00135065,0.00000035040000000000000000025420791092551679999999999993537831537944622530560000001643,MATCH
muminus,ColdPlate_4K,29064,0,0.0006753252346540412812810649609,0.000675325,0.00000034746819641870885661409612307431314523428268500789842486721728938189056648051238,MATCH
muminus,ColdPlate_60K,10023,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,ColdPlate_60K,10024,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,ColdPlate_60K,11024,0,0,0.000675325,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,ColdPlate_60K,11024,472.21,0,0.00067531,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,ColdPlate_60K,11026,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,ColdPlate_60K,12027,0,0.004051951419803777499243635735,0.00405195,0.00000035040000000000000000000741333073570133333333333333327837584147933411555555555556,MATCH
muminus,ColdPlate_CP_100mK_intercept,27062,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,ColdPlate_CP_100mK_intercept,29062,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,ColdPlate_MXC_50mK_SD_anchor,28063,0,0.0000001899318872794538847408912132,0.000000189932,0.00000059347878721074969464944689678864224041700032579729566864863972743558827290136703,MATCH
muminus,ColdPlate_MXC_50mK_SD_anchor,29066,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,CsI_Bottom_Quadrant_00,52123,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_00,52125,35.49,0,0.000108428,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Bottom_Quadrant_00,52127,0,0.0006753252366322288839305009292,0.000675325,0.0000003503974323008997154868486458241145903275990159711418573339936707726270797380024,MATCH
muminus,CsI_Bottom_Quadrant_00,52128,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_00,53125,0,0.0001084531605693680306435579375,0.000108428,0.00023199480066731315880924655351234084735290555984500580799640785972849709828814599,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_00,53126,0,0.0003731281684474349121536932186,0.000373128,0.00000045144657829789128414394494561163009508959253334844223773113572656041417841523133,MATCH
muminus,CsI_Bottom_Quadrant_00,53127,57.61,0,0.000000969729,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Bottom_Quadrant_00,53128,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,CsI_Bottom_Quadrant_00,54134,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_00,55132,0,0.001079185199790794236504300471,0.00107919,0.0000044479939186471809132517865341594276022953697461499972872847409295288127033967184,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_00,55134,0,0.00004622740230650401008125513247,0.000046223,0.000095231535504011965391379348700171593633307242501884390101018726597104134699382306,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_00,56132,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_01,51121,37.13,0,0.00000401773,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Bottom_Quadrant_01,52121,0,0.0002811648243619034852184812205,0.000282712,0.0055027354207902467006313827301843302984708839435014184286126971578485872100434121,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_01,52123,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_01,52127,0,0.001350650473264457767861001859,0.00135065,0.00000035039743230089971548729287606845853946759581695857358030375489365094844969556306,MATCH
muminus,CsI_Bottom_Quadrant_01,52128,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_01,53126,0,0.0003731281684474349121536932186,0.000373128,0.00000045144657829789128414394494561163009508959253334844223773113572656041417841523133,MATCH
muminus,CsI_Bottom_Quadrant_01,53127,57.61,0,0.00000193946,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Bottom_Quadrant_01,53128,0,0.003376626183169814582703029779,0.00337663,0.0000011303680000000000000000419456474139639808000000000017594353481671675530444800001,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_01,54133,0,0.0005822142091176486796040973333,0.000582211,0.0000055119191500720211506256596648006586814483963886533462680573169980580805444397684,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_01,54134,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_01,55131,0,0.000888797041550174639106193543,0.000888797,0.000000046748776938588167579370138202702634148190104909480444177609919235930926265446948,MATCH
muminus,CsI_Bottom_Quadrant_01,55132,0,0.0005395925998953971182521502355,0.000539593,0.000000741493865852330526643633190312527021572411618777630419551395421357204260721366,MATCH
muminus,CsI_Bottom_Quadrant_01,55133,81,0,0.00058137,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Bottom_Quadrant_01,55134,0,0.00004622740230650401008125513247,0.000046223,0.000095231535504011965391379348700171593633307242501884390101018726597104134699382306,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_01,56132,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_02,51124,0,0.0001071196421334709218459610148,0.00010712,0.0000033408114697793038964805015028698410844748619263571241323248050701693607036883508,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_02,52127,0,0.0006753252366322288839305009292,0.000675325,0.0000003503974323008997154868486458241145903275990159711418573339936707726270797380024,MATCH
muminus,CsI_Bottom_Quadrant_02,52128,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_02,53126,0,0.0007462563368948698243073864375,0.000746256,0.00000045144657829789128414434695206669660599532615100208678204096444752350789160598861,MATCH
muminus,CsI_Bottom_Quadrant_02,53127,57.61,0,0.000000969729,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Bottom_Quadrant_02,53128,0,0.002025975709901888749621817867,0.00202598,0.0000021175466666666666666669060485069011444622222222222795257663133384962260385185322,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_02,53129,0,0.000000000002382132593931336576695336475,0.00000000000244889,0.028024219238984839704960871946312347982998891485684016622854580876800292458745024,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_02,53131,0,0.0004904694377864286640446038812,0.00049046,0.000019242353756552839083511916876445620865004346632393430403230283828950854612967909,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_02,54131,163.93,0,0.00000209084,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Bottom_Quadrant_02,54131,341.14,0,0.00000162846,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Bottom_Quadrant_02,54134,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_02,55132,0,0.0005395925998953971182521502355,0.000539593,0.000000741493865852330526643633190312527021572411618777630419551395421357204260721366,MATCH
muminus,CsI_Bottom_Quadrant_02,55134,0,0.00001849096092260160403250205299,0.0000184892,0.000095231535504011965391379456850826678551781867808413650251035687518075665421488304,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_02,56132,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_03,52125,35.49,0,0.000216857,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Bottom_Quadrant_03,52128,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_03,53125,0,0.0002169063211387360612871158751,0.000216856,0.00023199480066731315880924701443390364490192903567577939867283482424208258484326698,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_03,53126,0,0.0003731281684474349121536932186,0.000373128,0.00000045144657829789128414394494561163009508959253334844223773113572656041417841523133,MATCH
muminus,CsI_Bottom_Quadrant_03,53128,0,0.003376626183169814582703029779,0.00337663,0.0000011303680000000000000000419456474139639808000000000017594353481671675530444800001,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_03,54134,0,0,0,0,MATCH
muminus,CsI_Bottom_Quadrant_03,55132,0,0.0005395925998953971182521502355,0.000539593,0.000000741493865852330526643633190312527021572411618777630419551395421357204260721366,MATCH
muminus,CsI_Bottom_Quadrant_03,55134,0,0.00002773644138390240604875307948,0.0000277338,0.000095231535504011965391379276599734870354324158964198203670253882480661249466857792,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Bottom_Quadrant_03,56132,0,0,0,0,MATCH
muminus,CsI_Side_Segment_00,50119,23.87,0,0.000673629,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Side_Segment_00,51119,0,0,0.000673629,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Side_Segment_00,52119,0,0.0006753251171145887809569088473,0.000675325,0.00000017341956609187537767050935182743167222309098727855893734253776634236655899967425,MATCH
muminus,CsI_Side_Segment_00,53124,0,0.0006193202013127229248606128711,0.00061932,0.00000032505434587496794261750026899478207007921941609237429720517324049862440959055057,MATCH
muminus,CsI_Side_Segment_00,53126,0,0.0003731281684474349121536932186,0.000373128,0.00000045144657829789128414394494561163009508959253334844223773113572656041417841523133,MATCH
muminus,CsI_Side_Segment_00,53132,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,CsI_Side_Segment_00,54134,0,0,0,0,MATCH
muminus,CsI_Side_Segment_00,55131,0,0.0004443985207750873195530967714,0.000444398,0.0000011718650332392091883654803758313001073352889753969656639218490944517169359317595,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_00,55134,0,0.00003698192184520320806500410597,0.0000369784,0.000095231535504011965391379186474188966255595304542090456009700098394838045081191567,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_01,51122,0,0.0006604748725264852427929290746,0.000660475,0.00000019300282275628183614960949011129392628635859766769474983039196773714308636523392,MATCH
muminus,CsI_Side_Segment_01,52123,0,0,0,0,MATCH
muminus,CsI_Side_Segment_01,52125,35.49,0,0.000108428,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Side_Segment_01,53125,0,0.0001084531605693680306435579375,0.000108428,0.00023199480066731315880924655351234084735290555984500580799640785972849709828814599,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_01,54134,0,0,0,0,MATCH
muminus,CsI_Side_Segment_01,55132,0,0.002697962999476985591260751178,0.00269796,0.00000111175616054509466666062880640752679792062817535845495784022202517351644051758,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_01,55134,0,0.000009245480461300802016251026494,0.00000924459,0.000096313145058199811256029640352218518138863314903889342306208674221959080176596356,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_01,56132,0,0,0,0,MATCH
muminus,CsI_Side_Segment_02,52127,0,0.0006753252366322288839305009292,0.000675325,0.0000003503974323008997154868486458241145903275990159711418573339936707726270797380024,MATCH
muminus,CsI_Side_Segment_02,52128,0,0,0,0,MATCH
muminus,CsI_Side_Segment_02,53124,0,0.0006193202013127229248606128711,0.00061932,0.00000032505434587496794261750026899478207007921941609237429720517324049862440959055057,MATCH
muminus,CsI_Side_Segment_02,53126,0,0.0003731281684474349121536932186,0.000373128,0.00000045144657829789128414394494561163009508959253334844223773113572656041417841523133,MATCH
muminus,CsI_Side_Segment_02,53127,57.61,0,0.000000969729,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Side_Segment_02,53128,0,0.001350650473267925833081211912,0.00135065,0.00000035040000000000000000025420791092551679999999999993537831537944622530560000001643,MATCH
muminus,CsI_Side_Segment_02,55132,0,0.001079185199790794236504300471,0.00107919,0.0000044479939186471809132517865341594276022953697461499972872847409295288127033967184,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_02,56132,0,0,0,0,MATCH
muminus,CsI_Side_Segment_03_above_side_port,52128,0,0,0,0,MATCH
muminus,CsI_Side_Segment_03_above_side_port,53127,57.61,0,0.0000106113,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Side_Segment_03_above_side_port,53128,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,CsI_Side_Segment_03_above_side_port,53129,0,0.00000000000357319889089700486504300471,0.00000000000367334,0.028025618545363428895491691336988073507262032963312506577958728869589686749847807,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_03_above_side_port,54127,0,0.0001680260357677652002204261572,0.00016801,0.000095436208394298066844406756223802892573043313406454131311916660410037747982360605,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_03_above_side_port,54134,0,0,0,0,MATCH
muminus,CsI_Side_Segment_03_above_side_port,55134,0,0.000009245480461300802016251026494,0.00000924459,0.000096313145058199811256029640352218518138863314903889342306208674221959080176596356,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_03_below_side_port,51125,0,0.000006935353097103601644552016251,0.00000693295,0.00034649960426748069048999959982949698457424352544334291247510726465547879672050957,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_03_below_side_port,52125,144.78,0,0.000000137188,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Side_Segment_03_below_side_port,52125,35.49,0,0.000113001,Infinity,PARENT_DAUGHTER_FEEDING_OR_NATIVE_DECAY_PRODUCT
muminus,CsI_Side_Segment_03_below_side_port,52128,0,0,0,0,MATCH
muminus,CsI_Side_Segment_03_below_side_port,53125,0,0.0001084531605693680306435579375,0.000108428,0.00023199480066731315880924655351234084735290555984500580799640785972849709828814599,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_03_below_side_port,53128,0,0.0006753252366339629165406059558,0.000675325,0.00000035039999999999999999995805441469773823999999999999824056725714544911974399999993,MATCH
muminus,CsI_Side_Segment_03_below_side_port,54134,0,0,0,0,MATCH
muminus,CsI_Side_Segment_03_below_side_port,55134,0,0.00001849096092260160403250205299,0.0000184892,0.000095231535504011965391379456850826678551781867808413650251035687518075665421488304,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
muminus,CsI_Side_Segment_03_rectcut_window_band,54134,0,0,0,0,MATCH
muminus,CsI_Side_Segment_03_rectcut_window_band,55134,0,0.00001849096092260160403250205299,0.0000184892,0.000095231535504011965391379456850826678551781867808413650251035687518075665421488304,ACTIVITY_DIFFERENCE_DECAY_CHAIN_OR_HALF_LIFE_DATA
